Protein IDs,Protein names,Gene names,Control-LFQ intensity P18,Control-LFQ intensity P19,Control-LFQ intensity P20,Di-LFQ intensity P18,Di-LFQ intensity P19,Di-LFQ intensity P20,mean_ctrl,mean_treat,log2FC (treat:ctrl)
A4FU59;Q3MI88;A5D8Y1;A4FUA6;A0A2R8YDK2;A0A2R8YGM2;A0A2R8Y434;A0A494C0T8;A0A2R8YDA3,Transmembrane channel-like protein,TMC1,189440,222382,143849,49305,66594,60024,185223.6667,58641,-1.659286838
Q8TDI7;Q8TDI7-3,Transmembrane channel-like protein 2,TMC2,3202.4,5658.1,2940.4,1000,1000,1000,3933.633333,1000,-1.975862486
Q7Z5M5;H0YK69;Q7Z5M5-2,Transmembrane channel-like protein 3;Transmembrane channel-like protein,TMC3,10774,9442.6,12943,1000,1000,1000,11053.2,1000,-3.466392198
Q8IU80;Q8IU80-1;Q8IU80-5;B0QYB6;X6REP5;Q8IU80-2,Transmembrane protease serine 6,TMPRSS6,1000,1000,1000,19388,23349,21394,1000,21377,4.417987498
Q7Z410;A0A3B3IU58;Q0X0F2;A0A0C4DGY1,Transmembrane protease serine 9;Serase-1;Serase-2;Serase-3,TMPRSS9;serase-1B,52403,43929,56281,48605,40829,50432,50871,46622,-0.12583256
Q92545,Transmembrane protein 131,TMEM131,4039.1,5695.4,6700,1000,1000,1000,5478.166667,1000,-2.453693159
B3KU55;A2VDJ0;H0Y2M0;A2VDJ0-2;A2VDJ0-6;A2VDJ0-3;A2VDJ0-5;B3KMA3,Transmembrane protein 131-like,KIAA0922,40093,45930,50034,24930,21136,30001,45352.33333,25355.66667,-0.838868571
Q14C87-2;Q14C87,Transmembrane protein 132D,TMEM132D,139901,90658,115062,1000,1000,1000,115207,1000,-6.848084568
B4DMR6;Q96AN5;B4DPF8;B4DMT0;Q96AN5-2,Transmembrane protein 143,TMEM143,23920,20033,18947,1000,1000,1000,20966.66667,1000,-4.390025611
E9PBX6,Transmembrane protein 267 ,C5orf28,39044,23956,21192,1000,1000,1000,28064,1000,-4.810648748
C9J3Y0;J3QS57;J9JIC8;C9J6Q8;B2R8Z5;Q9Y2Y6,Transmembrane protein 98,TMEM98,427310,387300,591630,1000,1000,1000,468746.6667,1000,-8.872664621
Q13428;Q13428-2;Q59FZ2;A0A3B3IS06;E7ETY2;Q13428-6;J3KQ96;Q13428-8;Q13428-7;Q13428-4;Q13428-3;B4DRA2;Q13428-5;H0Y8Y7;B4DLB1;A0A2R8Y857;H0YAB7,Treacle protein,TCOF1,3902.3,5485.4,6004,7055.1,3855.9,8048.6,5130.566667,6319.866667,0.300775942
O43280;B3KRP3;O43280-2,Trehalase,TREH,1000,1000,1000,45905,55695,40031,1000,47210.33333,5.561030764
Q7Z2Z1-2;Q7Z2Z1,Treslin,TICRR,1000,1000,1000,145550,158501,156656,1000,153569,7.262743208
Q07283,Trichohyalin,TCHH,60483,54438,67950,20166,24902,16759,60957,20609,-1.564517399
P22102;Q15374;Q3B7A7;Q59HH3;P22102-2;O14660,Trifunctional purine biosynthetic protein adenosine-3;Phosphoribosylamine--glycine ligase;Phosphoribosylformylglycinamidine cyclo-ligase;Phosphoribosylglycinamide formyltransferase,GART,38037,43387,35558,1000,1000,1000,38994,1000,-5.285180249
O15417-2,Trinucleotide repeat-containing gene 18 protein,TNRC18,1000,1000,1000,30575,50049,34326,1000,38316.66667,5.259900155
Q8NDV7-2;Q8NDV7-6;Q8NDV7-5;Q8NDV7,Trinucleotide repeat-containing gene 6A protein,TNRC6A,72330,56865,67037,1000,1000,1000,65410.66667,1000,-6.031454013
H0Y5J9;Q9H2D6-6;Q9H2D6-7;Q9H2D6;Q9H2D6-5;H0Y5T8;F6WYE2;F6TR96;Q9H2D6-3;Q9H2D6-2,TRIO and F-actin-binding protein,TRIOBP,69597,53891,61129,50375,59306,62019,61539,57233.33333,-0.104645367
B2RNG4;Q9BYJ4;Q9BYJ4-2,Tripartite motif-containing protein 34,TRIM6-TRIM34;TRIM34,12236,9002.2,13591,7854.3,9920.4,11390,11609.73333,9721.566667,-0.256074102
O75962-5;O75962;E7EWP2;D3DTD2;E7EPJ7;A0A2X0SFJ0;O75962-2;O75962-4;F5H228;B4E3M5,Triple functional domain protein,TRIO,2183.5,1129.4,5048.2,1000,1000,1000,2787.033333,1000,-1.478730257
A2RUC4;A8KAJ9;A0A024R403;A2RUC4-2,tRNA wybutosine-synthesizing protein 5,TYW5,1000,1000,1000,24900,34932,29586,1000,29806,4.897530872
Q8IWU9;Q14CC5;Q8IWU9-2;B3VS20;P17752;P00439;B3VS10;B3VS25;J3KND8;Q8TEY0;B2R8I4;A0A024RBG4;P17752-2,Tryptophan 5-hydroxylase 2,TPH2,45490,55484,40283,21202,24438,19058,47085.66667,21566,-1.126529342
J3KQB2;Q9Y4R7;H0Y5E3;B4DM47;Q9Y4R7-5,Tubulin monoglycylase TTLL3,TTLL3,14932,19405,19980,21037,15566,23920,18105.66667,20174.33333,0.156079701
Q6ZR01;F2Z2J7;I6L9D0;A0A087X234;F2Z2X2;Q8TC09;Q6ZT98-2;Q6ZT98-3;Q6ZT98,Tubulin polyglutamylase TTLL7,TTLL7,1000,1000,1000,4872.1,4973.3,4900.7,1000,4915.366667,2.29729904
Q9BW30;A0A024R702,Tubulin polymerization-promoting protein family member 3,TPPP3;CGI-38,17869,21967,26577,26859,19950,23703,22137.66667,23504,0.086403132
B5MCY1,Tudor domain-containing protein 15,TDRD15,5322.2,7869.4,4434.1,6321.8,9005.3,3950.5,5875.233333,6425.866667,0.129244897
Q9H7E2;A0A024QZE0;Q9H7E2-2;Q9H7E2-3,Tudor domain-containing protein 3,TDRD3,89965,69530,80214,23329,19950,27869,79903,23716,-1.752388969
Q8WYR7,Tumor rejection antigen ,,180796,168440,160370,432660,667210,533570,169868.6667,544480,1.680459293
Q9UIG0;Q9UIG0-2,Tyrosine-protein kinase BAZ1B,BAZ1B,39037,23559,30147,1000,1000,1000,30914.33333,1000,-4.950203989
P23458;Q4LDX3;A0A0A0N0M2;Q0VGA4;Q6P669,Tyrosine-protein kinase JAK1;Non-specific protein-tyrosine kinase;Tyrosine-protein kinase,JAK1,49303,52232,40017,1000,1000,1000,47184,1000,-5.560225822
A6P4T4;C1PHA0;B6EXY3;C1PHA1;A6P4V4;Q9HC35;B5MBZ0;Q9HC35-2;B3XZL9;B3XZM0,Tyrosine-protein kinase receptor;Echinoderm microtubule-associated protein-like 4,EML4-ALK variant 6;EML4-ALK variant 7;EML4,72940,59000,61378,24839,20133,18659,64439.33333,21210.33333,-1.603174275
P17706;P17706-2;K7ER87;A0A2R8YD79;A8K3N4;P17706-3;P17706-4;K7ELS9;K7ENP9;D3DUJ3;K7EQG9;Q59F91,Tyrosine-protein phosphatase non-receptor type 2;Tyrosine-protein phosphatase non-receptor type,PTPN2,54038,45549,50013,1000,1000,1000,49866.66667,1000,-5.640003864
Q9NYH9;B3KX32;B3KQ21;B7Z9G4;B4DSL9,U3 small nucleolar RNA-associated protein 6 homolog,UTP6,24490,29866,32292,1000,1000,1000,28882.66667,1000,-4.852132044
O43290;B4DDH9;B4DMR4,U4/U6.U5 tri-snRNP-associated protein 1,SART1,21049,13484,22322,1000,1000,1000,18951.66667,1000,-4.244252824
O75643;A4FU77;A0A494C1A5;O75643-2;Q9UNV9;B4E0P5;A2RRQ7;B4E150;Q9H8B9,U5 small nuclear ribonucleoprotein 200 kDa helicase,SNRNP200,20192,28849,18948,1000,1000,1000,22663,1000,-4.502266945
A0A0S2Z590;O15116,U6 snRNA-associated Sm-like protein LSm1,LSM1,16730,13293,17294,1000,1000,1000,15772.33333,1000,-3.979324201
J3KT19;B4DDR4;Q14694;Q14694-3;Q14694-2,Ubiquitin carboxyl-terminal hydrolase 10,USP10,32039,25493,22345,22300,25970,24475,26625.66667,24248.33333,-0.134932059
Q9UK80;V9GY36;Q9UK80-2;Q9UK80-3;V9GYJ6;A0A1W2PRX0;Q9NSS9,Ubiquitin carboxyl-terminal hydrolase 21,USP21,52199,49034,43320,20173,28797,19003,48184.33333,22657.66667,-1.088564847
Q9P2H5;B4DVE8;E9PK78;B3KPE1;A2RRA6;Q9P2H5-2,Ubiquitin carboxyl-terminal hydrolase 35;Ubiquitin carboxyl-terminal hydrolase,USP35,22902,14384,21003,1000,1000,1000,19429.66667,1000,-4.280189245
Q9P275;B3KMW2;A0A075B784;A0A024R8V6;Q9H9C5;E9PEW0;K7EMM6,Ubiquitin carboxyl-terminal hydrolase 36;Ubiquitin carboxyl-terminal hydrolase,USP36;DUB1,18392,13489,22006,1000,1000,1000,17962.33333,1000,-4.166902865
Q86W68;Q86T82;A0A024R416;Q86T82-2,Ubiquitin carboxyl-terminal hydrolase 37;Ubiquitin carboxyl-terminal hydrolase,USP37,39202,44306,32192,1000,1000,1000,38566.66667,1000,-5.269282553
Q8NB14;Q8NB14-2,Ubiquitin carboxyl-terminal hydrolase 38,USP38,10777,13093,9995.3,19480,23246,29017,11288.43333,23914.33333,1.083030298
Q9H9J4;C9JPC9;B4DWG7;A4D2N7;A4D2N6;Q9H9J4-2,Ubiquitin carboxyl-terminal hydrolase 42;Ubiquitin carboxyl-terminal hydrolase,USP42,1000,1000,1000,3993.1,2950.8,6700,1000,4547.966667,2.18522168
P35125;B9A6N0;P35125-3;Q6U210;Q9UDD3;A0A168G4X0;Q15635;P35125-2,Ubiquitin carboxyl-terminal hydrolase 6,USP6;USP6-short;CDH11/USP6 fusion oncogene;TRE17;tre,5040.2,6445.3,2954.1,1000,1000,1000,4813.2,1000,-2.266996372
Q93009;B7Z7T5;H3BND8;B7Z855;B7ZAX6;Q6U8A4;Q93009-3,Ubiquitin carboxyl-terminal hydrolase 7;Ubiquitin carboxyl-terminal hydrolase,USP7,29404,33329,21394,1000,1000,1000,28042.33333,1000,-4.809534492
P40818;A8K8N5;A0A024R5S4;P40818-2;B4DUC6;B3KRK3;A0A075B720;Q05CD9;Q05DF5,Ubiquitin carboxyl-terminal hydrolase 8;Ubiquitin carboxyl-terminal hydrolase,USP8,40336,45687,34511,1000,1000,1000,40178,1000,-5.328333846
Q9UMW8;H7BXK0;Q9UMW8-2;Q3LFD5;B4E0P3,Ubl carboxyl-terminal hydrolase 18;Putative ubiquitin carboxyl-terminal hydrolase 41,USP18;USP41,19304,14436,21115,1000,1000,1000,18285,1000,-4.192588722
Q9NYU2;Q9NYU2-2;A8KAK1;Q9NYU1;H7BZG0;Q9NV86,UDP-glucose:glycoprotein glucosyltransferase 1,UGGT1,3027.1,6211.3,5540.2,1000,1000,1000,4926.2,1000,-2.300475201
Q7Z695;C9JE15;A4D1T6;H7C4I2,Uncharacterized aarF domain-containing protein kinase 2,ADCK2,24344,30267,31119,1000,1000,1000,28576.66667,1000,-4.836765738
Q12984,Uncharacterized protein ,,1000,1000,1000,39203,25564,30013,1000,31593.33333,4.981548255
Q9BUA3;H0YGK9;H0YGY5,Uncharacterized protein C11orf84,C11orf84,15943,28044,13290,1000,1000,1000,19092.33333,1000,-4.254921525
C9JLR9;A0A087WU89;A0A087X051,Uncharacterized protein C11orf95,C11orf95,89605,66760,72121,23920,20011,18790,76162,20907,-1.865085303
Q7L2K0;H3BTF6;H3BND0;D3DU95;Q7L2K0-3;Q7L2K0-2,Uncharacterized protein C16orf59,C16orf59,23920,32922,39303,1000,1000,1000,32048.33333,1000,-5.002177427
B4DX35;K7EPW6;Q8IYS4,Uncharacterized protein C16orf71,C16orf71,12490,15433,16058,1000,1000,1000,14660.33333,1000,-3.873846001
Q8WTQ4,Uncharacterized protein C16orf78,C16orf78,1000,1000,1000,67859,77696,60012,1000,68522.33333,6.098502374
Q9BSJ5;A0A024R8P4;Q9BSJ5-3;J3KT60;J3KTJ7;I3L072;B7Z7E5;Q9BSJ5-2,Uncharacterized protein C17orf80,C17orf80,29403,33233,20283,30111,21390,27766,27639.66667,26422.33333,-0.064982342
Q96MC9,Uncharacterized protein C1orf147,C1orf147,43347,38011,34206,1000,1000,1000,38521.33333,1000,-5.267585735
Q5SNV9;Q5SNV9-2;H0Y5F2;H7BXQ2;A2VCK6,Uncharacterized protein C1orf167,C1orf167,30383,24457,25681,21110,27962,32389,26840.33333,27153.66667,0.016744435
C9JG08;Q68DN1;A4QMX9,Uncharacterized protein C2orf16,C2orf16,16954,21290,13431,1000,1000,1000,17225,1000,-4.106432078
Q9NWW7,Uncharacterized protein C2orf42,C2orf42,1000,1000,1000,40036,32190,46611,1000,39612.33333,5.307877779
Q8ND61;A0A024R2I4;Q8ND61-2,Uncharacterized protein C3orf20,C3orf20,13977,8493.1,12034,9211.2,8942.2,12028,11501.36667,10060.46667,-0.193108074
A0A0S2Z6B3;A0A0S2Z5Z5;D3DU39;Q5JPI3-2;Q5JPI3,Uncharacterized protein C3orf38,C3orf38,328830,235208,351540,1000,1000,1000,305192.6667,1000,-8.253576487
Q9H799;Q9H799-5;H0YA77;H0Y9I8;A0A494BZW6,Uncharacterized protein C5orf42,C5orf42,5007.4,4347.2,3100,1000,1000,1000,4151.533333,1000,-2.053644282
Q5VXU9;Q6ZU10;A6PVK7;Q5VXU9-3,Uncharacterized protein C9orf84,C9orf84,1000,1000,1000,33344,42022,40138,1000,38501.33333,5.266836503
A6NEN9,Uncharacterized protein CXorf65,CXorf65,55782,40989,41292,1000,1000,1000,46021,1000,-5.524220427
Q9UF83,Uncharacterized protein DKFZp434B061,YM012,40366,31804,45634,39505,42216,32184,39268,37968.33333,-0.048557449
Q5HYL1;A0A087X1Z0;A0A087WXD8;B4DKF8,Uncharacterized protein DKFZp686A1849 ,DKFZp686A1849;PSD3,1000,1000,1000,7019.6,5620.8,10850,1000,7830.133333,2.969036874
Q96RY9;A0A1W2PR82,Uncharacterized protein gs104 ,gs104,18404,21102,16899,24356,29001,13589,18801.66667,22315.33333,0.247174802
Q2LD37;H0Y781;Q2LD37-4;H7C2X5;B3KN93;B3KXP0;B4E0Q7;H3BLT5;H7C070;Q2LD37-6;Q2LD37-7,Uncharacterized protein KIAA1109,KIAA1109,1000,1000,1000,14033,10356,17695,1000,14028,3.810237431
Q9UBC5;B4DTV4;B2R643;G3V342,Unconventional myosin-Ia,MYO1A,20837,26778,17869,1000,1000,1000,21828,1000,-4.448108044
O00159;O00159-3;I3L204;B7Z9C0;F5H6E2;B7Z3E5;O00159-2,Unconventional myosin-Ic,MYO1C,35504,49302,38695,1000,1000,1000,41167,1000,-5.363416413
O94832;J3QRN6;Q7Z3N6;K7EIG7;J3QRR2;J3KRL0,Unconventional myosin-Id,MYO1D;DKFZp686A01173,1000,1000,1000,43058,55459,40393,1000,46303.33333,5.53304415
B2RTY4;B2RTY4-4;A0A2X0SFG5;B2RTY4-5;B2RTY4-2;Q59EH0;H3BMM1;H3BRD5;B2RTY4-3;H3BU05;H3BV44,Unconventional myosin-IXa,MYO9A,9404.2,11048,6430.1,4999.3,9432.8,10284,8960.766667,8238.7,-0.121205462
Q13459;Q4LE74;M0R300;M0R0P8;B0I1T6;Q13459-2;M0QZY4,Unconventional myosin-IXb,MYO9B;MYO9B variant protein,34490,56044,40138,1000,1000,1000,43557.33333,1000,-5.444843727
Q9Y4I1;B4E147;Q59FF5;A8CDT9;A0A087WY00;G3V394;F8WE88;F8W6H6;Q9Y4I1-2;Q9Y4I1-3,Unconventional myosin-Va,MYO5A,2559.4,6049.2,3102.5,1000,1000,1000,3903.7,1000,-1.964842186
Q9NQX4,Unconventional myosin-Vc,MYO5C,5690.1,8846.7,10104,18497,22103,20016,8213.6,20205.33333,1.298649557
Q13402;Q13402-5;Q13402-8;Q13402-2;Q13402-7;Q13402-6;B9A012;A0A087WT71;Q13402-3;Q13402-4;Q59F32;H7C4D8;B0I1T3,Unconventional myosin-VIIa,MYO7A,1000,1000,1000,1991.6,5034.7,4416.2,1000,3814.166667,1.931367886
Q6PIF6;C9JC21;B9A063;Q5HCH8;B0I1T4;Q6PIF6-2,Unconventional myosin-VIIb,MYO7B;DKFZp686A08248,19934,23839,14584,1000,1000,1000,19452.33333,1000,-4.281871314
Q9HD67;Q69YP8;A0A0A0MQX1;E9PEW5;B7ZA23;B7Z3D4;Q9HD67-3;D6RGD1;B4DIJ5;Q8NCI3,Unconventional myosin-X,MYO10;DKFZp762A083,29048,34489,20494,1000,1000,1000,28010.33333,1000,-4.807887247
Q96H55;B4E218;Q96H55-4;Q96H55-3,Unconventional myosin-XIX,MYO19,68504,77696,50394,20172,17786,23490,65531.33333,20482.66667,-1.677781332
Q9UKN7;A0A087WYA1;Q59FN7,Unconventional myosin-XV,MYO15A,3948.6,9785.8,4222.1,30282,26954,32900,5985.5,30045.33333,2.327597255
B4DZ32;B4E0T8;B4DYM1;A0A0D9SFK2;A0A024QZ63;Q92614-5;Q92614-2;Q92614-3;Q92614-4;Q92614,Unconventional myosin-XVIIIa,MYO18A;hCG_27198,50284,62024,45406,1000,1000,1000,52571.33333,1000,-5.71620442
Q8IUG5;Q8IUG5-3;A0A024R1G4;Q8IUG5-2;A0A024R1E2;F5H6I8;H0YGQ4,Unconventional myosin-XVIIIb,MYO18B,59605,60192,69127,10395,14453,9993.5,62974.66667,11613.83333,-2.438927345
Q8N4J0;B4DSD4;Q5T8V1,UPF0586 protein C9orf41,C9orf41,30288,34957,41102,41192,30018,29584,35449,33598,-0.077369575
Q92738;X6RAB3;Q92738-2,USP6 N-terminal-like protein,USP6NL,1000,1000,1000,49045,32902,31106,1000,37684.33333,5.235892965
P46939;A8K8Z1;P46939-2,Utrophin,UTRN,29403,44900,32903,1000,1000,1000,35735.33333,1000,-5.15927934
Q9BZF9;F5H2B9;B7ZKM7;H0YNH8;B7ZKM6;Q9BZF9-2;Q8NDD7;H0YN48;Q05DB3,Uveal autoantigen with coiled-coil domains and ankyrin repeats,UACA;DKFZp564M063,20578,25549,15685,14389,23223,12907,20604,16839.66667,-0.291060864
Q2YD98;Q2YD98-2,UV-stimulated scaffold protein A,UVSSA,44038,32839,37746,30483,41119,36894,38207.66667,36165.33333,-0.079254706
Q709C8;Q709C8-4;Q709C8-2;Q709C8-3;B3KW10;B4E2S9;A0A3B3IU50;Q6ZQY1;A0A3B3IT88,Vacuolar protein sorting-associated protein 13C,VPS13C,20884,15893,13382,21903,15748,18933,16719.66667,18861.33333,0.17388558
Q5THJ4;B1AJZ2;H3BLS7;Q5THJ4-2;A0A2R8YD87;B4DJ16,Vacuolar protein sorting-associated protein 13D,VPS13D,2849.4,4432.1,3028.4,1000,1000,1000,3436.633333,1000,-1.780995934
Q9H269;Q9H269-2;Q5JUA9;Q6GMQ7;Q5JUB0;A1A4H0,Vacuolar protein sorting-associated protein 16 homolog,VPS16,18029,15420,22902,13490,18993,16593,18783.66667,16358.66667,-0.199423547
B4DT32;A0A140T936;A0A1U9X9D5;A0A1U9X9C8;A0A1U9X9C7;A0A1U9X9C4;A0A1U9X9C1;A0A1U9X9A3;A0A1U9X9A1;A0A024RCN6;P26640,Valine--tRNA ligase,VARS,26387,29760,24038,25354,34816,30245,26728.33333,30138.33333,0.173229757
Q5ST30;A0A140TA45;A0A0G2JL52;A0A140TA36;A0A1U9X9A2;A0A1U9X9B3;A0A1U9X9B5;B4E0K6;A0A0G2JIA5;B7ZL25;A0A0A0MTG1;B2RDZ1;A0A1U9X9B9;Q5ST30-2;Q5ST30-4;Q5ST30-3;Q9H6B7;A0A140TA40;A0A140T8Y0;A0A140TA35,"Valine--tRNA ligase, mitochondrial",VARS2,4574.1,6902.4,3211.2,4940.3,5594.6,2910.2,4895.9,4481.7,-0.127528011
Q9ULK5;A8K4L6,Vang-like protein 2,VANGL2,40393,39222,31284,30049,38554,32192,36966.33333,33598.33333,-0.137822282
P17948;L7RSL3;Q59GQ9;P17948-5;P17948-2;X2C8T1;H9N1E7;A0A1W2PNW4;P17948-6;P17948-4;P17948-3,Vascular endothelial growth factor receptor 1;Receptor protein-tyrosine kinase,FLT1,19003,27837,16788,8937.4,10004,6785.2,21209.33333,8575.533333,-1.30640097
P35916;E9PD35;P35916-1;I6YRR9;A0A097NUS3;D6RFF2;Q59F24;P35916-3,Vascular endothelial growth factor receptor 3;Receptor protein-tyrosine kinase,FLT4,23829,19930,20022,11407,10033,9036.6,21260.33333,10158.86667,-1.065424754
Q6EMK4,Vasorin,VASN,12839,15551,18006,1000,1000,1000,15465.33333,1000,-3.950966024
Q9UIW0;F1T0K5;Q5SQQ9;Q5SQQ9-2;C9J5E3,Ventral anterior homeobox 2;Ventral anterior homeobox 1,VAX2;VAX1;ATP6V1B1,39023,28988,24451,28994,32748,40002,30820.66667,33914.66667,0.138011245
Q00341;Q00341-2;A0A024R4E5;B2R5V9;H7C2D1;H0Y394;Q96CF6;Q6ZS03;B4DKR8;Q2HJC8;Q6ZN49;C9JBS3;C9JQ82;C9JIZ1;C9JZI8;C9JES8;C9JHZ8;C9JK79;C9JHS7;C9JHN6;C9JEJ8;C9J5E5,Vigilin,HDLBP,30298,44389,33231,89940,73430,82339,35972.66667,81903,1.187015186
O60504;O60504-2;E5RJP2;B4DVR4;E5RIA0;H0YB51;Q9BT70,Vinexin,SORBS3,44905,30038,42930,32228,50392,40293,39291,40971,0.060404219
Q9NZR4-3;Q9NZR4;Q9NZR4-4;Q9NZR4-6;Q9NZR4-7;Q9NZR4-2;Q9NZR4-5;Q9NZR4-8,Visual system homeobox 1,VSX1,69004,55403,53320,1000,1000,1000,59242.33333,1000,-5.888556559
Q01668;Q01668-2;A0A1B0GUN6;Q01668-3;A0A1B0GUB6;Q01668-4;Q59GD8;A0A1B0GTN0;Q3I958;A0A1B0GUH2;B7Z269;A0A1B0GWE1;A0A1W2PQ56,Voltage-dependent L-type calcium channel subunit alpha-1D,CACNA1D,15849,20024,17847,8545.2,5004.4,9434.1,17906.66667,7661.233333,-1.224848238
O60840;O60840-5;O60840-7;O60840-4;O60840-6;O60840-2,Voltage-dependent L-type calcium channel subunit alpha-1F,CACNA1F,1000,1000,1000,22210,18940,15900,1000,19016.66667,4.249192481
O00555;A0A384DVW2;A0A1C7CYY9;A0A1B0GTN7;A0A1B0GU81;Q9NS89;A0A1B0GTW2;A0A1B0GU74;A0A087WW63;A0A1B0GVQ9;B5TYJ1;O00555-3;O00555-4;A0A1B0GTI4;O00555-2;A0A1B0GUM7;O00555-6;A0A1B0GUS3;O00555-5;K7EQ95;O95387;K7EKF7;B3SZS3,Voltage-dependent P/Q-type calcium channel subunit alpha-1A,CACNA1A,29003,21930,30021,15589,16659,12001,26984.66667,14749.66667,-0.871457515
Q15878;Q59FG1;Q9NYZ6;J3KP11;Q15878-3;Q9NYZ5;F8W9Z1;Q15878-2;A0A1B0GTG6;A0A1B0GVX1;A0A024R920,Voltage-dependent R-type calcium channel subunit alpha-1E,CACNA1E,39990,24504,31126,1000,1000,1000,31873.33333,1000,-4.994278
B7Z7Q7;Q502W6;B7Z3D8;Q502W6-2;Q502W6-8;Q502W6-6,von Willebrand factor A domain-containing protein 3B,VWA3B,77766,70121,69504,20485,22323,28590,72463.66667,23799.33333,-1.606336647
Q8TF74;J3KSA3;J3QKM5;A8MWR2;A0A024R1X2;Q8TF74-2,WAS/WASL-interacting protein family member 2,WIPF2;WIRE,43230,45990,52219,27948,22310,28004,47146.33333,26087.33333,-0.853796096
Q9NVB8;Q641Q2;E7ESD2;A0A0A0MR88;A8K5W5;B7ZME8;A0A096LPC5;J3KP36;F8W7U3;A0A087WYF6;Q9Y4E1;Q9Y4E1-3;Q9Y4E1-2;Q9Y4E1-1;Q641Q2-2;Q9Y4E1-5;B4DF48;B4DPK9;Q9Y4E1-6,WASH complex subunit FAM21A;WASH complex subunit FAM21C,FAM21A;FAM21C,5494.2,3021.8,6901.3,1000,1000,1000,5139.1,1000,-2.361515725
Q8TF30,"WASP homolog-associated protein with actin, membranes and microtubules",WHAMM,29304,20024,32389,26754,30116,22490,27239,26453.33333,-0.042224215
Q6ZS81;D3DX93;Q6ZS81-5;Q6ZS81-4;A0A1W7HCV9;Q6ZS81-3,WD repeat- and FYVE domain-containing protein 4,WDFY4;hCG_1745555,42323,39023,45490,1000,1000,1000,42278.66667,1000,-5.401857974
Q8NEZ3;B4DJJ9;B4DGR6;B4E286,WD repeat-containing protein 19,WDR19,10229,12204,9938.4,8004.6,13028,12218,10790.46667,11083.53333,0.038660613
Q64LD2;A0A384NPW5;H0YJW0;G3V2K8;G3V367;Q64LD2-2,WD repeat-containing protein 25,WDR25,30306,40121,34489,1000,1000,1000,34972,1000,-5.128128399
Q9P2L0;B3KR94;F8WB94;Q9P2L0-2;Q69YM0;H0Y6C0,WD repeat-containing protein 35,WDR35;DKFZp762F1313,21109,15906,23311,1000,1000,1000,20108.66667,1000,-4.32974552
Q8NI36;A0A0A0MTB8,WD repeat-containing protein 36,WDR36,1000,1000,1000,13023,20466,12009,1000,15166,3.922768723
A0A3B3IS43;Q8IV35;Q8N7X6;E9PDB0;B4DG33;H0Y8A5;Q8IV35-2,WD repeat-containing protein 49,WDR49,1000,1000,1000,30575,32293,28049,1000,30305.66667,4.921515674
B1ANS9;B1ANS9-2;A0A0A0MSY1,WD repeat-containing protein 64,WDR64,13390,10767,11437,9334.2,12930,8903.1,11864.66667,10389.1,-0.191600889
Q9Y4E6;A2RRE0;Q9Y4E6-2,WD repeat-containing protein 7,WDR7,5565.2,3003.5,8411.3,10110,6578.3,4020.2,5660,6902.833333,0.286386598
Q6ZQQ6;E7ESW6;Q6ZQQ6-2;B4DZG8,WD repeat-containing protein 87,WDR87,1930.2,3324.6,4420.1,1000,1000,1000,3224.966667,1000,-1.689284249
P0C1S8;H7C5P0,Wee1-like protein kinase 2,WEE2,72189,63020,72000,1000,1000,1000,69069.66667,1000,-6.109980356
Q92558;Q9UPY6;Q5SZK5;Q5T8P4;Q9UPY6-2,Wiskott-Aldrich syndrome protein family member 1;Wiskott-Aldrich syndrome protein family member 3,WASF1;WASF3,28493,30011,23902,32903,24435,21205,27468.66667,26181,-0.06926668
Q9H8R0;Q9ULM3,YEATS domain-containing protein 2,YEATS2,1000,1000,1000,46405,38820,41560,1000,42261.66667,5.401277759
P49750;H0YI23;B4DMQ9;F8VU51;H0YIQ2;Q8NF45;P49750-3;P49750-1,YLP motif-containing protein 1,YLPM1;FLJ00353,1000,1000,1000,18493,22083,20017,1000,20197.66667,4.33611673
Q13105;B4E1F9;Q53EM1;B2RCP2;Q13105-3;Q13105-2;H7C1K8;H0Y6X2;B4DSM7;B4DYU5,Zinc finger and BTB domain-containing protein 17,ZBTB17,1000,1000,1000,23900,19930,27489,1000,23773,4.571252069
B4DYR8;Q8NAP3;A0A1B0GV48;D6RBC4,Zinc finger and BTB domain-containing protein 38,ZBTB38,9303.2,11289,13390,1000,1000,1000,11327.4,1000,-3.501744849
B3KVD4;Q9P1Z0;Q86T24,Zinc finger and BTB domain-containing protein 4,ZBTB4,53384,63358,60044,20182,17758,23211,58928.66667,20383.66667,-1.531556033
Q8NBB4;A0A0C4DGR0;A0A024R4R0;Q8NBB4-2,Zinc finger and SCAN domain-containing protein 1,ZSCAN1,29903,35449,39002,1000,1000,1000,34784.66667,1000,-5.120379591
P17040;P17040-3;P17040-2,Zinc finger and SCAN domain-containing protein 20,ZSCAN20,1000,1000,1000,19504,23343,29504,1000,24117,4.591978551
Q8IWY8;A0A0C4DGM2;Q8IWY8-4;Q8IWY8-2;Q96AG1;Q8N9Y7;H3BUW4;H3BMU4;C9K0J8;Q8IWY8-3,Zinc finger and SCAN domain-containing protein 29,ZSCAN29,30283,42001,35852,1000,1000,1000,36045.33333,1000,-5.171740586
O60293;O60293-2;G3V1X1;O60293-4,Zinc finger C3H1 domain-containing protein,ZFC3H1,8946.5,4093.3,6600,1000,1000,1000,6546.6,1000,-2.710745832
